district,Longitude,Latitude
Karimnagar,79.3563,18.499
Warangal,79.6375,18.4653
Karimnagar,79.53,18.303
Karimnagar,79.8361,18.5021
Karimnagar,79.4439,18.493
Karimnagar,79.344,18.5156
Adilabad,79.1474,19.04
Karimnagar,79.3426,18.5245
Adilabad,79.7539,18.7023
Karimnagar,79.3288,18.4037
Adilabad,79.7635,18.7036
Karimnagar,79.3951,18.3296
Khammam,80.8055,17.9534
Nizamabad,78.1447,18.6633
Karimnagar,78.7158,18.8068
Karimnagar,78.7225,18.8079
Nizamabad,78.1314,18.6656
Nizamabad,77.8517,18.681
Medak,78.159,18.0685
Medak,78.1654,18.0722
Nizamabad,78.3073,18.6318
Nizamabad,78.2944,18.846
Nizamabad,78.0947,18.9053
Nizamabad,78.1469,18.648
Nizamabad,78.139,18.6389
Warangal,79.9061,17.8548
Nizamabad,77.7528,18.3379
Warangal,79.6698,18.4633
Khammam,80.8394,17.7739
Khammam,80.8574,17.7546
Warangal,79.8865,18.3191
Karimnagar,79.4557,18.3909
Karimnagar,79.4825,18.3137
Karimnagar,79.4508,18.1891
Karimnagar,79.5415,18.4065
Karimnagar,79.3509,18.4247
Nizamabad,78.1294,18.8164
Nizamabad,77.831,18.4894
Nizamabad,78.1973,18.765
Khammam,80.7995,17.9547
Medak,78.1835,17.6791
Medak,78.1682,17.6809
Medak,78.1768,17.6801
Nizamabad,77.8284,18.3593
Nizamabad,77.8616,18.7007
Nizamabad,77.9425,18.7395
Nizamabad,77.871,18.702
Medak,78.4348,17.8975
Medak,78.1718,17.6768
Medak,78.1624,17.6755
Karimnagar,79.3419,18.4818
Warangal,79.9173,17.9152
Warangal,79.9328,18.1008
Nizamabad,78.2486,18.5982
Karimnagar,79.5059,18.3105
Karimnagar,79.4141,18.2887
Khammam,80.8009,17.958
Khammam,80.8103,17.9565
Nizamabad,78.115,18.0953
Nalgonda,79.526,17.2029
Karimnagar,79.4204,18.5301
Karimnagar,78.9671,18.9168
Warangal,79.9196,17.9071
Warangal,80.0733,18.1323
Karimnagar,79.4411,18.1501
Adilabad,79.7087,19.2027
Warangal,80.152,18.1804
Khammam,80.6013,17.472
Karimnagar,79.0263,18.1977
Nizamabad,78.3157,18.6544
Karimnagar,78.9501,18.8639
Karimnagar,78.9225,18.8479
Nizamabad,78.1918,18.8326
Karimnagar,78.9381,18.8659
Karimnagar,79.4036,18.3581
Warangal,79.491,18.094
Nalgonda,79.5553,17.1802
Karimnagar,79.4762,18.1613
Karimnagar,79.8246,18.6465
Nalgonda,79.3045,17.3691
Warangal,79.5043,18.0917
Karimnagar,79.1588,18.4174
Karimnagar,79.3629,18.3542
Warangal,79.4797,18.1067
Medak,78.204,17.6101
Nalgonda,78.8341,17.3434
Karimnagar,79.7971,18.5537
Warangal,79.6935,18.168
Warangal,80.1151,18.2148
Karimnagar,79.4247,18.4403
Karimnagar,79.4125,18.4388
Karimnagar,78.9151,18.8127
Nizamabad,77.9942,18.3766
Karimnagar,78.6357,18.8632
Karimnagar,79.1886,18.4768
Nizamabad,78.3792,18.6526
Nizamabad,78.2658,18.8069
Karimnagar,79.3099,18.2094
Khammam,80.801,17.9502
Nizamabad,77.9015,18.3161
Khammam,80.8074,17.9512
Khammam,80.8025,17.956
Nizamabad,78.252,18.3884
Warangal,80.0542,17.9885
Adilabad,79.7542,18.6995
Khammam,80.7971,17.9509
Warangal,80.0982,18.181
Karimnagar,79.0984,18.8737
Khammam,80.4513,18.4544
Khammam,80.6955,18.1461
Khammam,80.4665,18.4517
Khammam,80.5987,18.2324
Khammam,80.6146,18.2265
Khammam,80.7991,17.9475
Nizamabad,78.2504,18.3806
Nizamabad,78.2517,18.3907
Khammam,80.8057,17.9532
Khammam,80.4605,18.4468
Khammam,80.7994,17.9472
Mahbubnagar,77.6351,17.1229
Karimnagar,79.7957,18.6979
Karimnagar,79.7647,18.6841
Karimnagar,79.4099,18.4219
Karimnagar,79.7913,18.6952
Khammam,80.8013,17.9538
Khammam,80.8626,17.9697
Khammam,80.4504,18.4532
Khammam,80.808,17.9485
Karimnagar,79.3052,18.4807
Karimnagar,79.3848,18.4325
Karimnagar,79.8018,18.7008
Karimnagar,79.4118,18.4196
Khammam,80.7916,18.054
Khammam,80.7768,18.0314
Karimnagar,79.995,18.7663
Khammam,80.4719,18.388
Khammam,80.7663,17.9516
Khammam,80.466,18.3867
Khammam,80.7957,17.9467
Khammam,80.8051,17.948
Warangal,80.4493,18.4496
Karimnagar,79.5144,18.395
Karimnagar,79.7163,18.5546
Warangal,80.4422,18.3559
Khammam,80.4809,18.3913
Khammam,80.8653,17.9629
Khammam,80.8599,17.9683
Karimnagar,79.3896,18.8529
Karimnagar,79.7205,18.5578
Karimnagar,79.7647,18.6868
Warangal,80.4434,18.3628
Khammam,80.4512,18.4537
Khammam,80.4072,18.473
Karimnagar,79.7903,18.6958
Khammam,80.8633,17.9561
Khammam,80.7914,17.9435
Khammam,80.8003,17.9553
Karimnagar,79.5564,18.659
Khammam,80.8725,17.9568
Khammam,80.8631,17.9581
Khammam,80.8038,17.9484
Khammam,80.4016,18.4712
Khammam,80.8061,17.9485
Khammam,80.5579,18.2797
Khammam,80.5234,18.2867
Karimnagar,79.7942,18.6958
Khammam,80.7974,18.0017
Khammam,80.8048,17.9514
Khammam,80.7996,17.9464
Khammam,80.8645,17.9554
Khammam,80.804,17.9473
Khammam,80.4735,18.3898
Karimnagar,79.761,18.6783
Karimnagar,79.7165,18.5624
Karimnagar,80.007,18.7586
Khammam,80.8605,17.9738
Khammam,80.8559,17.9777
Khammam,80.4715,18.3246
Nalgonda,79.4581,17.3457
Karimnagar,79.7949,18.697
Karimnagar,79.412,18.4192
Karimnagar,79.9615,18.7598
Karimnagar,79.4289,18.4163
Karimnagar,80.0991,18.6844
Karimnagar,79.7195,18.5625
Karimnagar,79.5793,18.4335
Warangal,80.3704,18.514
Khammam,80.7994,17.9462
Karimnagar,79.8337,18.6581
Karimnagar,79.4965,18.3919
Karimnagar,79.7167,18.557
Warangal,80.4485,18.4503
Adilabad,79.9115,19.0399
Khammam,80.7961,17.9532
Khammam,80.4572,18.4478
Adilabad,79.7665,18.7251
Karimnagar,79.5369,18.399
Karimnagar,79.819,18.754
Khammam,80.8096,17.9516
Khammam,80.8616,17.9714
Khammam,80.8001,17.9531
Karimnagar,79.7822,18.6938
Karimnagar,79.6788,18.6707
Khammam,80.8045,17.9504
Khammam,80.8649,17.9621
Khammam,80.8079,17.9516
Karimnagar,79.8271,18.6497
Karimnagar,79.3906,18.855
Khammam,80.3784,18.5096
Khammam,80.6949,17.6294
Mahbubnagar,78.1235,15.9095
Karimnagar,80.1621,18.684
Warangal,80.4478,18.4448
Khammam,80.3776,18.5112
Khammam,80.4579,18.4535
Khammam,80.4576,18.4262
Khammam,80.8083,17.9524
Khammam,80.7877,17.9459
Khammam,80.8028,17.9476
Karimnagar,79.9742,18.7619
Karimnagar,80.0004,18.7597
Karimnagar,79.8245,18.7582
Karimnagar,79.7881,18.697
Karimnagar,79.7623,18.6837
Nizamabad,78.1506,18.8777
Karimnagar,79.8196,18.7529
Karimnagar,79.7178,18.5561
Khammam,80.81,17.9535
Khammam,80.4565,18.4512
Adilabad,79.9151,19.0423
Khammam,80.7988,17.9505
Karimnagar,79.7687,18.6863
Khammam,80.7898,17.9438
Khammam,80.805,17.9456
Khammam,80.3887,18.5148
Khammam,80.4453,18.4542
Khammam,80.6317,18.2152
Khammam,80.6271,18.2245
Khammam,80.4596,18.3921
Khammam,80.8075,17.9513
Karimnagar,79.6618,18.4762
Khammam,80.4541,18.4475
Khammam,80.4037,18.4708
Karimnagar,79.5752,18.4307
Karimnagar,79.5715,18.4254
Karimnagar,79.3915,18.8551
Medak,78.7405,17.8015
Nalgonda,79.0591,17.6839
Warangal,80.4621,18.3351
Khammam,80.8009,17.951
Mahbubnagar,78.0017,15.9015
Mahbubnagar,77.9054,16.553
Nizamabad,77.917,18.7889
Khammam,80.4559,18.4514
Khammam,80.4502,18.4527
Khammam,80.4064,18.4717
Khammam,80.4703,18.3912
Khammam,80.4656,18.45
Khammam,80.8611,17.9677
Khammam,80.4686,18.3152
Karimnagar,79.726,18.5594
Khammam,80.4503,18.455
Khammam,80.4112,18.4708
Medak,78.2899,17.4943
Medak,78.4364,17.9243
Khammam,80.8029,17.9463
Khammam,80.6892,18.159
Khammam,80.5945,18.2319
Khammam,80.6288,18.2179
Khammam,80.4535,18.4498
Khammam,80.6341,18.2171
Warangal,80.4506,18.3282
Khammam,80.8004,17.9532
Khammam,80.8079,17.947
Khammam,80.7985,17.9484
Khammam,80.4719,18.3904
Khammam,80.8066,17.9496
Nalgonda,79.485,17.412
Khammam,80.7977,17.951
Nizamabad,77.9308,18.5795
Nalgonda,79.168,17.2378
Nalgonda,79.3281,17.2024
Khammam,80.8013,17.9494
Nizamabad,77.9238,18.5958
Nizamabad,77.9105,18.5936
Adilabad,78.2915,19.044
Warangal,79.1076,17.9741
Nizamabad,78.2116,18.4102
Nizamabad,77.8602,18.5655
Medak,78.437,17.9874
Medak,78.0325,17.995
Medak,78.0422,17.9935
Medak,78.2719,17.6907
Nizamabad,78.307,18.2203
Medak,78.1556,17.4867
Nizamabad,78.3492,18.2325
Medak,78.063,17.9996
Nizamabad,78.3394,18.234
Khammam,80.6121,18.2215
Medak,78.2355,17.5497
Medak,78.1764,18.0461
Nizamabad,77.9281,18.6818
Nizamabad,77.8128,18.4556
Nizamabad,77.7771,18.624
Nizamabad,77.937,18.7543
Nizamabad,77.7894,18.6256
Nizamabad,77.7992,18.5138
Nizamabad,77.9435,18.7568
Nizamabad,77.9131,18.458
Nizamabad,77.9309,18.7552
Nizamabad,77.7753,18.4601
Khammam,80.803,17.9544
Khammam,80.7972,17.9514
Karimnagar,79.3043,18.5115
Nizamabad,78.1028,18.8628
Nizamabad,77.8998,18.4468
Nizamabad,77.8902,18.4651
Nizamabad,77.8123,18.4724
Nizamabad,77.8481,18.7163
Nizamabad,77.9305,18.6822
Nizamabad,78.1389,18.6278
Nizamabad,78.1375,18.6368
Nizamabad,78.0074,18.6838
Nizamabad,78.084,18.7768
Nizamabad,77.8641,18.2028
Medak,78.285,17.9588
Khammam,81.0917,17.6188
Karimnagar,79.9933,18.7702
Nizamabad,77.9294,18.4471
Nizamabad,77.8645,18.6466
Mahbubnagar,78.6965,16.4068
Khammam,80.8043,17.9472
Karimnagar,79.1677,18.6756
Nizamabad,78.3193,18.6311
Nizamabad,78.3088,18.6295
Nizamabad,78.313,18.6353
Karimnagar,79.3179,18.3202
Karimnagar,78.6399,18.6959
Karimnagar,78.5592,18.8237
Nizamabad,77.9416,18.4505
Nizamabad,77.9138,18.786
Nizamabad,77.9133,18.6942
Nizamabad,78.013,18.5154
Nizamabad,78.1504,18.6387
Nizamabad,77.8148,18.4009
Nizamabad,77.7335,18.5007
Nizamabad,77.9014,18.6092
Medak,78.2869,17.4897
Nalgonda,79.0303,17.336
Medak,78.0405,17.9952
Medak,78.1827,18.0995
Medak,78.1987,18.0395
Medak,78.1519,17.9931
Medak,78.1626,17.9948
Medak,78.1384,17.7331
Medak,78.1368,17.7426
Khammam,80.8647,17.9681
Khammam,80.9943,17.6437
Nizamabad,77.9892,18.5147
Nizamabad,77.9404,18.4596
Nizamabad,77.9296,18.4613
Nizamabad,77.8801,18.6735
Nizamabad,77.8992,18.5684
Nizamabad,77.8121,18.4801
Medak,78.1714,18.0528
Medak,78.1381,18.058
Nizamabad,77.986,18.357
Nizamabad,77.9838,18.5103
Nizamabad,77.8704,18.6631
Nizamabad,77.7453,18.5113
Nizamabad,78.0196,18.7689
Nizamabad,77.7476,18.4994
Nizamabad,77.783,18.4385
Nizamabad,77.7405,18.5352
Nizamabad,77.9239,18.5187
Adilabad,79.7269,18.7838
Nizamabad,78.1946,18.8007
Khammam,80.8021,17.9482
Nizamabad,77.802,18.5722
Nizamabad,77.7902,18.4726
Nizamabad,77.7997,18.4712
Nizamabad,78.0056,18.6811
Nizamabad,77.9962,18.6825
Nizamabad,77.9098,18.75
Nizamabad,77.8736,18.6172
Nizamabad,77.9258,18.6651
Nizamabad,77.9452,18.5793
Medak,78.1442,18.0618
Nizamabad,77.8069,18.2217
Medak,78.1349,18.0632
Mahbubnagar,77.3684,16.3872
Medak,78.1647,17.9818
Nizamabad,78.059,18.9273
Nizamabad,77.7445,18.4679
Nizamabad,77.9543,18.5153
Nizamabad,77.7457,18.5258
Nizamabad,78.3237,18.6297
Karimnagar,78.6849,18.9603
Nizamabad,77.7466,18.4808
Nizamabad,77.9715,18.5932
Nizamabad,77.947,18.8165
Nizamabad,77.9171,18.7064
Nizamabad,78.1527,18.6343
Nizamabad,78.1696,18.6354
Karimnagar,79.9768,18.7686
Karimnagar,79.972,18.772
Khammam,80.6948,18.1536
Khammam,80.6395,18.2064
Karimnagar,79.9687,18.7601
Khammam,80.8651,17.9641
Nizamabad,78.4303,18.886
Karimnagar,79.4789,18.1608
Khammam,80.9883,17.6433
Nizamabad,77.734,18.4882
Nizamabad,78.0206,18.7617
Nizamabad,78.1851,18.7676
Nizamabad,78.1349,18.6399
Nizamabad,78.0007,18.602
Nizamabad,78.0857,18.7805
Nizamabad,77.9796,18.5528
Nizamabad,77.8387,18.7347
Nizamabad,78.0762,18.7791
Nizamabad,77.9794,18.774
Nizamabad,77.9699,18.7726
Nizamabad,78.1966,18.8976
Nizamabad,78.1951,18.9065
Nizamabad,77.8829,18.4641
Nizamabad,77.8032,18.4894
Nizamabad,77.8788,18.5925
Nizamabad,77.7683,18.6036
Nizamabad,77.7586,18.6022
Nizamabad,77.8297,18.6499
Nizamabad,77.7993,18.6546
Nizamabad,77.7897,18.6532
Nizamabad,77.9267,18.5997
Nizamabad,77.8644,18.3141
Mahbubnagar,77.4053,16.3727
Nizamabad,78.3146,18.6462
Medak,78.0845,18.0648
Medak,78.2359,18.0386
Medak,78.078,18.0611
Nizamabad,77.9108,18.7421
Nizamabad,77.929,18.3906
Nizamabad,77.8469,18.3831
Nizamabad,77.8339,18.3853
Nizamabad,77.8063,18.4932
Khammam,80.6807,18.167
Medak,79.0327,18.1062
Nalgonda,79.6438,17.1204
Nizamabad,77.7878,18.625
Nizamabad,78.0822,18.777
Nizamabad,77.8036,18.5019
Nizamabad,77.8076,18.5092
Nizamabad,78.4386,18.9183
Khammam,80.4488,18.4525
Nizamabad,78.4762,18.7452
Nizamabad,78.6307,18.7022
Nizamabad,78.1479,18.8053
Nizamabad,77.8905,18.6047
Medak,77.7139,18.1335
Mahbubnagar,77.8958,16.62
Medak,78.0844,18.0675
Mahbubnagar,78.1903,16.0108
Nizamabad,78.1287,18.618
Khammam,80.6329,18.2228
Warangal,80.4516,18.4457
Khammam,80.4668,18.4006
Nizamabad,78.3383,18.7478
Nizamabad,78.3453,18.7486
Nizamabad,78.0205,18.784
Karimnagar,78.7931,18.814
Warangal,80.456,18.426
Khammam,80.4509,18.4542
Khammam,80.4055,18.4702
Karimnagar,79.3479,18.6713
Nizamabad,78.2843,18.7097
Karimnagar,79.3333,18.6182
Khammam,80.7341,18.1166
Mahbubnagar,78.1759,16.0393
Mahbubnagar,78.1643,16.0051
Warangal,80.4644,18.3722
Khammam,80.5212,18.2633
Nizamabad,78.033,18.7877
Nizamabad,78.1546,18.8071
Karimnagar,79.978,18.7682
Karimnagar,80.1634,18.6915
Warangal,80.4604,18.3262
Karimnagar,79.3314,18.399
Nizamabad,77.8071,18.4957
Nizamabad,78.0802,18.6952
Adilabad,78.4829,19.0091
Nizamabad,78.1859,18.7842
Karimnagar,78.5519,18.9259
Karimnagar,78.7404,18.8416
Nizamabad,78.4644,18.9139
Karimnagar,79.4232,18.2358
Nizamabad,77.8657,18.3152
Nizamabad,77.99,18.2321
Mahbubnagar,77.2924,16.4194
Medak,78.2752,18.0239
Karimnagar,79.9644,18.763
Karimnagar,79.9907,18.7722
Khammam,80.6309,18.2226
Khammam,80.6252,18.2206
Nizamabad,78.0105,18.6007
Warangal,80.4462,18.3507
Mahbubnagar,78.1497,16.0415
Mahbubnagar,78.1946,16.0485
Mahbubnagar,78.1442,16.0421
Mahbubnagar,78.1918,15.998
Mahbubnagar,78.1385,16.0398
Warangal,80.6266,18.1528
Medak,78.1546,17.9837
Mahbubnagar,78.5176,16.8166
Mahbubnagar,77.2411,16.4701
Mahbubnagar,77.4371,16.473
Medak,78.404,18.0521
Mahbubnagar,78.1203,16.8367
Nizamabad,78.0777,18.6856
Nizamabad,77.9043,18.7514
Karimnagar,78.8332,18.3759
Nizamabad,78.0159,18.5988
Mahbubnagar,78.194,16.0226
Mahbubnagar,78.1771,15.9945
Medak,78.1203,17.9628
Warangal,80.5212,18.2095
Karimnagar,79.505,18.3826
Medak,78.1049,17.8113
Medak,78.0987,17.8169
Medak,78.114,17.9732
Karimnagar,78.8762,18.9603
Nizamabad,77.7995,18.6945
Warangal,80.3868,18.3021
Adilabad,78.486,19.0155
Karimnagar,78.7746,18.3558
Medak,78.0986,17.8562
Medak,78.1098,17.8236
Medak,78.2085,17.8925
Nalgonda,79.0638,17.3401
Medak,78.103,17.8217
Karimnagar,79.0286,18.1965
Nizamabad,77.7981,18.563
Nizamabad,77.7486,18.5802
Nizamabad,77.764,18.582
Medak,78.1355,17.9445
Karimnagar,79.0963,18.6597
Khammam,80.6948,17.3456
Khammam,80.907,17.1857
Warangal,80.512,18.2274
Karimnagar,79.6611,18.684
Nizamabad,78.4753,18.8817
Nizamabad,78.379,18.8161
Warangal,79.7052,17.7235
Nizamabad,78.2556,18.8535
Warangal,79.71,17.7326
Karimnagar,79.6481,18.6824
Warangal,79.1629,17.9194
Karimnagar,78.8912,18.8215
Karimnagar,78.8857,18.821
Nizamabad,78.1152,18.8105
Nizamabad,78.0372,18.8541
Nizamabad,77.8124,18.4569
Nizamabad,77.8707,18.3913
Nizamabad,78.5479,18.8183
Nizamabad,78.6265,18.7076
Karimnagar,78.8795,18.82
Medak,78.1185,17.7821
Medak,78.2268,17.6655
Mahbubnagar,77.4482,16.4129
Ranga Reddy,78.4124,17.6085
Warangal,79.0334,17.9127
Medak,78.7493,18.0707
Medak,78.0792,17.8936
Medak,78.6883,17.9486
Khammam,80.8051,18.0739
Khammam,80.8088,18.0778
Medak,78.1584,17.9964
Karimnagar,79.657,18.6787
Khammam,80.685,18.0301
Khammam,80.675,18.0288
Nizamabad,77.891,18.5457
Nizamabad,78.1193,18.5617
Karimnagar,79.0679,18.8651
Adilabad,78.6332,18.9869
Nizamabad,77.794,18.6146
Nizamabad,77.8925,18.7581
Nalgonda,79.0338,17.3592
Medak,79.0172,18.1118
Mahbubnagar,77.2903,16.4432
Medak,78.1185,17.9623
Medak,78.0789,17.9657
Medak,78.0241,17.6989
Medak,78.1674,17.7201
Medak,78.1469,17.7263
Medak,78.6707,17.9325
Nizamabad,78.4194,18.7808
Karimnagar,79.3127,18.6699
Nalgonda,79.705,16.9481
Nizamabad,78.3904,18.4262
Nizamabad,78.4433,18.9137
Nizamabad,78.2483,18.8668
Nizamabad,78.2842,18.4839
Khammam,80.4518,17.7608
Warangal,80.4434,18.302
Karimnagar,79.7127,18.6776
Khammam,80.7481,18.0377
Medak,78.2397,17.5379
Medak,78.1103,17.9886
Medak,78.4262,17.8976
Warangal,79.6725,18.4396
Warangal,79.6926,18.4192
Karimnagar,79.8388,18.6602
Adilabad,78.4666,19.0248
Warangal,79.9178,18.109
Warangal,80.5416,18.2434
Nizamabad,78.1027,18.7098
Khammam,80.4964,17.2234
Nizamabad,77.822,18.6058
Nizamabad,78.1848,18.5321
Medak,78.2922,17.4913
Medak,78.1574,18.0749
Ranga Reddy,77.9079,17.1992
Mahbubnagar,77.3941,16.3829
Karimnagar,79.5624,18.4829
Nalgonda,79.7055,16.9925
Karimnagar,79.5733,18.4811
Adilabad,78.4912,18.9939
Karimnagar,78.8837,18.5897
Adilabad,78.4842,18.9945
Karimnagar,79.4418,18.4035
Warangal,79.9785,18.2514
Warangal,80.0415,17.9839
Khammam,80.4982,17.2245
Nalgonda,79.1375,17.3424
Ranga Reddy,78.4921,17.6148
Adilabad,78.3813,19.0223
Adilabad,78.3949,19.0239
Nizamabad,77.8275,18.6686
Nalgonda,80.0279,17.0331
Khammam,80.6083,17.2436
Khammam,80.4714,17.2814
Khammam,80.5541,18.3232
Nizamabad,78.5571,18.5605
Karimnagar,79.343,18.3464
Karimnagar,79.6898,18.6097
Nalgonda,79.6381,16.979
Karimnagar,79.7846,18.6318
Karimnagar,80.0818,18.5064
Mahbubnagar,77.5471,16.3553
Karimnagar,79.0325,18.2023
Mahbubnagar,77.8055,16.4761
Medak,78.3833,17.9572
Medak,78.0905,17.6734
Karimnagar,80.0204,18.4932
Nalgonda,79.8617,16.8695
Karimnagar,79.2538,18.3651
Karimnagar,79.2584,18.7253
Adilabad,79.7479,18.7144
Karimnagar,79.9748,18.7476
Nalgonda,79.7934,16.8686
Karimnagar,79.7106,18.5621
Karimnagar,79.7056,18.5146
Nalgonda,79.4715,16.7831
Warangal,79.8594,18.2797
Mahbubnagar,78.3507,16.7418
Nalgonda,78.9858,16.7661
Medak,78.2842,17.4892
Medak,78.2194,17.6966
Nalgonda,78.9757,16.7645
Warangal,80.5276,18.2016
Khammam,80.8613,17.411
Warangal,80.5206,18.2099
Warangal,80.6029,18.1485
Warangal,80.6281,18.1704
Warangal,80.535,18.2394
Warangal,80.4529,18.2929
Khammam,80.4459,17.1865
Karimnagar,78.5886,18.8525
Nizamabad,77.7939,18.6217
Nizamabad,77.7979,18.626
Nizamabad,78.2154,18.712
Nizamabad,78.1057,18.7142
Nizamabad,78.0951,18.7125
Karimnagar,79.6825,18.6529
Karimnagar,79.3703,18.2329
Adilabad,79.7487,18.7559
Karimnagar,78.6549,18.8859
Karimnagar,78.6494,18.8884
Khammam,80.7342,17.2119
Khammam,80.7508,17.2091
Mahbubnagar,77.9094,16.2472
Medak,78.4795,17.9196
Ranga Reddy,77.5662,17.3639
Ranga Reddy,77.5716,17.3595
Khammam,80.9401,17.2616
Nalgonda,79.833,16.8677
Warangal,79.9115,17.854
Karimnagar,79.0049,18.9459
Warangal,80.629,18.1557
Karimnagar,79.0263,18.1822
Karimnagar,79.2349,18.5662
Warangal,79.8797,17.8857
Medak,78.3,17.6912
Mahbubnagar,77.4793,16.4233
Khammam,80.8056,17.9477
Khammam,80.2496,17.493
Khammam,80.688,18.029
Nalgonda,79.5607,17.003
Karimnagar,79.2809,18.5243
Karimnagar,79.2252,18.5687
Warangal,79.5951,18.0657
Nalgonda,79.5675,17.0039
Warangal,80.4345,18.3075
Nalgonda,78.9717,16.631
Karimnagar,78.6438,18.7963
Karimnagar,78.7773,18.8613
Adilabad,78.0379,19.0121
Medak,78.9567,18.1884
Ranga Reddy,78.4491,17.2575
Mahbubnagar,77.7844,16.5132
Nizamabad,77.8942,18.2813
Khammam,80.6183,17.2148
Warangal,79.9395,18.2804
Karimnagar,79.0984,18.8342
Nalgonda,79.9047,17.0161
Karimnagar,79.4681,18.5366
Karimnagar,79.3091,18.5691
Karimnagar,79.2513,18.57
Karimnagar,79.3432,18.6757
Karimnagar,79.8286,18.6702
Khammam,80.0928,17.0232
Karimnagar,79.8382,18.6715
Adilabad,78.2585,19.1921
Warangal,79.9408,18.2714
Adilabad,78.3772,19.0161
Warangal,79.3208,17.8539
Warangal,79.3302,17.8552
Adilabad,79.7681,18.8549
Warangal,79.5883,18.0655
Mahbubnagar,78.4171,16.0907
Adilabad,79.6373,18.7437
Khammam,80.269,17.0845
Khammam,80.6912,17.1434
Khammam,80.597,17.1829
Warangal,80.4345,18.0899
Warangal,80.1169,18.1682
Karimnagar,79.5829,18.5754
Warangal,79.9313,18.2803
Karimnagar,79.7763,18.5711
Nizamabad,77.8783,18.6791
Nizamabad,77.8688,18.6805
Nizamabad,78.5325,18.7444
Nizamabad,78.5227,18.7459
Nizamabad,78.4346,18.8155
Karimnagar,79.6374,18.5249
Karimnagar,79.4878,18.2814
Warangal,79.94,18.3114
Medak,78.2865,17.4902
Mahbubnagar,77.764,16.3346
Ranga Reddy,78.09,17.3183
Ranga Reddy,78.3176,17.246
Ranga Reddy,78.0996,17.3169
Khammam,80.5654,17.4258
Warangal,79.9452,18.2784
Warangal,79.9429,18.2899
Warangal,79.9269,18.2871
Karimnagar,79.2702,18.235
Karimnagar,79.6149,18.4894
Nizamabad,78.1331,18.7058
Ranga Reddy,77.8491,17.2933
Khammam,79.9786,17.0837
Warangal,79.9411,18.285
Warangal,79.9396,18.2968
Nalgonda,79.9719,17.0804
Warangal,79.0167,17.8677
Karimnagar,78.5555,18.8316
Adilabad,78.1366,18.9964
Ranga Reddy,77.7608,17.5235
Warangal,80.4275,18.3198
Nizamabad,78.182,18.862
Karimnagar,78.8476,18.6223
Karimnagar,78.8575,18.6237
Khammam,80.8005,17.3284
Medak,77.8479,18.1616
Mahbubnagar,77.5133,16.6221
Mahbubnagar,77.967,16.613
Mahbubnagar,77.6232,16.0397
Mahbubnagar,77.9762,16.6143
Warangal,79.0092,17.9722
Karimnagar,79.5074,18.6181
Warangal,79.8636,18.3464
Karimnagar,79.2648,18.7164
Warangal,79.1632,17.8373
Karimnagar,79.8264,18.6599
Karimnagar,79.4078,18.5424
Adilabad,78.6275,19.0141
Khammam,80.6899,18.0615
Warangal,80.5074,18.2481
Khammam,80.5148,18.4243
Khammam,80.7333,17.0922
Khammam,80.7533,17.0859
Warangal,79.9764,18.2076
Khammam,79.9799,17.0933
Karimnagar,79.5807,18.2131
Karimnagar,79.785,18.5757
Nizamabad,78.3989,18.6258
Nizamabad,78.0798,18.1229
Medak,77.5552,17.652
Nizamabad,78.3873,18.6163
Nizamabad,78.3813,18.6285
Nalgonda,78.9588,17.5146
Nalgonda,78.9514,17.5113
Khammam,81.0476,17.2889
Khammam,81.0587,17.2906
Ranga Reddy,78.5137,17.552
Ranga Reddy,78.5181,17.5559
Ranga Reddy,78.5298,17.5548
Ranga Reddy,78.5341,17.5586
Warangal,79.9082,18.296
Nizamabad,78.3862,18.6293
Warangal,79.9208,18.2981
Warangal,79.8752,18.333
Khammam,80.7236,17.2896
Khammam,80.8086,17.9506
Karimnagar,78.7449,18.9142
Karimnagar,78.7355,18.9156
Karimnagar,78.7908,18.6581
Karimnagar,79.5567,18.6631
Adilabad,79.4063,18.9166
Warangal,79.8683,18.3381
Khammam,80.8519,17.1595
Khammam,80.0507,17.1812
Ranga Reddy,78.048,17.3162
Medak,78.2171,18.0271
Karimnagar,78.873,18.8883
Mahbubnagar,77.5725,16.5948
Mahbubnagar,77.7228,16.6324
